region_macro;region;city;fias;employer;position_type;salary_min;salary_max;salary_type;vacancy_source
Ленинградская область;Ленинградская обл;г Выборг;a4a3e3af-ce5a-4eba-9aae-36c350fa7fec;РосАл;Продавец-кассир;20000;35000;gross;hh
Кировская область;Кировская обл;Созимский п;3b16411e-dce8-4da6-b9eb-71d0c3a6ba5a;ФГУП « ПРОМСЕРВИС» ФСИН России;Продавец-кассир;18940;18941;net;hh
Краснодарский край;Краснодарский край;г Сочи;79da737a-603b-4c19-9b54-9114c96fb912;ХОТЭЙ;Продавец-кассир;35000;40000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Рядом с Домом;Продавец-кассир;40;50000;net;hh
Краснодарский край;Краснодарский край;г Сочи;79da737a-603b-4c19-9b54-9114c96fb912;Юг Маркет Краснодар;Продавец-кассир;35000;40000;net;hh
Красноярский край;Красноярский край;г Красноярск;9b968c73-f4d4-4012-8da8-3dacd4d4c1bd;Фасоль;Продавец-кассир;22000;32000;gross;hh
Калининградская область;Калининградская обл;г Гурьевск;27bc7f09-4593-4972-950b-231f2a49d44b;Кречкевич Ирина Викторовна;Продавец-кассир;23000;27000;gross;hh
Московская область;Московская обл;г Люберцы;427b4e19-f221-4abc-8904-81f7409c1ce3;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Сетевые магазины Раймаг;Продавец-кассир;40000;50000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Чистая линия;Продавец-кассир;40000;55000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Крафтовое пиво Ёж;Продавец-кассир;40000;45000;net;hh
Республика Крым;г Севастополь;г Севастополь;6fdecb78-893a-4e3f-a5ba-aa062459463b;Кадровое агентство оККеу;Продавец-кассир;25000;35000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;РЕПА Кулинарная лавка;Продавец-кассир;35000;40000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Питер Стафф;Продавец-кассир;33000;38000;gross;hh
Московская область;Московская обл;г Подольск;b22cf685-e391-42c8-aab5-a9aadb9193d4;Ресурс Плюс;Продавец-кассир;35000;46000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Старфут;Продавец-кассир;51000;91000;net;hh
Амурская область;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Компания Санвэй;Продавец-кассир;28000;28000;net;hh
Краснодарский край;Краснодарский край;г Сочи;79da737a-603b-4c19-9b54-9114c96fb912;Набатников Александр Михайлович;Продавец-кассир;30000;35000;net;hh
Красноярский край;Красноярский край;г Красноярск;9b968c73-f4d4-4012-8da8-3dacd4d4c1bd;Магазин Фасоль (ИП Бабаев Назим Мирзаага Оглы);Продавец-кассир;23000;29000;net;hh
Краснодарский край;Краснодарский край;г Краснодар;7dfa745e-aa19-4688-b121-b655c11e482f;Сити Маркет;Продавец-кассир;32500;32500;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Мамедов Эльдар Ильгарович;Продавец-кассир;25000;40000;net;hh
Калининградская область;Калининградская обл;г Калининград;df679694-d505-4dd3-b514-4ba48c8a97d8;Деса;Продавец-кассир;30000;35000;gross;hh
Амурская область;Амурская обл;г Благовещенск;8f41253d-6e3b-48a9-842a-25ba894bd093;Бристоль, сеть магазинов;Продавец-кассир;30000;53000;gross;hh
Московская область;Московская обл;г Коломна;b367fb03-29f9-4dac-8d85-01595cfb6ad9;КС Интернешнл;Продавец-кассир;33000;40000;net;hh
Свердловская область;Свердловская обл;г Екатеринбург;2763c110-cb8b-416a-9dac-ad28a55b4402;Урал-нефть-сервис;Продавец-кассир;27000;30000;net;hh
Алтайский край;Алтайский край;г Барнаул;d13945a8-7017-46ab-b1e6-ede1e89317ad;ДИАФ (Шустова С.Г.);Продавец-кассир;18000;27000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Сахалин рыба (ИП Борисик Александр Павлович);Продавец-кассир;52500;75000;net;hh
Челябинская область;Челябинская обл;г Челябинск;a376e68d-724a-4472-be7c-891bdb09ae32;Best Beer;Продавец-кассир;24000;28000;net;hh
Ростовская область;Ростовская обл;г Ростов-на-Дону;c1cfe4b9-f7c2-423c-abfa-6ed1c05a15c5;Магнат-плюс;Продавец-кассир;24000;32000;net;hh
Кировская область;Кировская обл;г Киров;452a2ddf-88a1-4e35-8d8d-8635493768d4;Обухов Павел Александрович;Продавец-кассир;26000;27000;net;hh
Челябинская область;Челябинская обл;г Верхний Уфалей;03aa453a-c7d6-4567-9a59-34a9e9cc1eac;Первый Рабочий;Продавец-кассир;22000;25000;net;hh
Московская область;Московская обл;г Озёры;e778b800-b432-4150-82fd-d415911fb700;ДИКСИ, группа компаний;Продавец-кассир;26000;30000;gross;hh
Воронежская область;Воронежская обл;г Воронеж;5bf5ddff-6353-4a3d-80c4-6fb27f00c6c1;АВС-электро;Продавец-кассир;30000;42000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;Кореана Фудс;Продавец-кассир;35000;45000;net;hh
Тюменская область;Тюменская обл;г Тюмень;9ae64229-9f7b-4149-b27a-d1f6ec74b5ce;Виргиния;Продавец-кассир;24000;35000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;ЦентрПроф;Продавец-кассир;40000;45000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;ЦентрПроф;Продавец-кассир;40000;45000;net;hh
Новосибирская область;Новосибирская обл;г Новосибирск;8dea00e3-9aab-4d8e-887c-ef2aaa546456;ЦентрПроф;Продавец-кассир;40000;45000;net;hh
Свердловская область;Свердловская обл;г Екатеринбург;2763c110-cb8b-416a-9dac-ad28a55b4402;ЦентрПроф;Продавец-кассир;40000;45000;net;hh
Нижегородская область;Нижегородская обл;г Нижний Новгород;555e7d61-d9a7-4ba6-9770-6caa8198c483;ЦентрПроф;Продавец-кассир;40000;45000;net;hh
Самарская область;Самарская обл;г Самара;bb035cc3-1dc2-4627-9d25-a1bf2d4b936b;ЦентрПроф;Продавец-кассир;40000;45000;net;hh
Омская область;Омская обл;г Омск;140e31da-27bf-4519-9ea0-6185d681d44e;ЦентрПроф;Продавец-кассир;40000;45000;net;hh
Республика Татарстан;Респ Татарстан;г Казань;93b3df57-4c89-44df-ac42-96f05e9cd3b9;ЦентрПроф;Продавец-кассир;40000;45000;net;hh
Челябинская область;Челябинская обл;г Челябинск;a376e68d-724a-4472-be7c-891bdb09ae32;ЦентрПроф;Продавец-кассир;40000;45000;net;hh
Ростовская область;Ростовская обл;г Ростов-на-Дону;c1cfe4b9-f7c2-423c-abfa-6ed1c05a15c5;ЦентрПроф;Продавец-кассир;40000;45000;net;hh
Республика Башкортостан;Респ Башкортостан;г Уфа;7339e834-2cb4-4734-a4c7-1fca2c66e562;ЦентрПроф;Продавец-кассир;40000;45000;net;hh
Волгоградская область;Волгоградская обл;г Волгоград;a52b7389-0cfe-46fb-ae15-298652a64cf8;ЦентрПроф;Продавец-кассир;40000;45000;net;hh
Пермский край;Пермский край;г Пермь;a309e4ce-2f36-4106-b1ca-53e0f48a6d95;ЦентрПроф;Продавец-кассир;40000;45000;net;hh
